Beer Name,Brewery,Style,ABV,Min IBU,Max IBU,Bitter,Sweet,Sour,Salty,Fruits,Spices,Malty,Review,Description
Sustenance Black Beer - Bourbon Barrel-Aged,Short's Brewing Company,Lager,6.5,20,30,28,67,23,0,17,31,159,3.96,Notes:Sustenance Black Beer aged it in bourbon barrels for 11 months.\t
Sustenance Black Bier,Short's Brewing Company,Lager,6,20,30,89,71,27,0,21,30,119,3.81,Notes:
Dark Helmet Imperial Schwarzbier,The Brew Kettle Taproom & Smokehouse / Production Works,Lager,8,20,30,48,96,19,0,22,23,140,3.61,"Notes:A true TBK original, we kick this German-style black lager up a couple notches. Big clean malty flavor with just a hint of roasted malt.""May the Schwartz be with you!""\t"
Zeitgeist,BrewDog,Lager,4.9,20,30,70,67,20,1,21,14,123,3.74,Notes:
LA-31 Bière Noire,Bayou Teche Brewery,Lager,5.3,20,30,41,46,16,0,14,5,90,3.33,"Notes:We use specially roasted German malts and select American hops which provide our LA-31 Bière Noire a small bite of noble bitterness and a dry, French roasted coffee flavor.\t"
Black Radish Dark Lager,Weeping Radish Eco Farm & Brewery,Lager,5.3,20,30,52,47,11,0,11,6,113,3.53,Notes:
Das Schwarze,Dinkelacker-Schwabenbraeu AG,Lager,4.9,20,30,45,68,8,0,11,5,134,3.89,Notes:
Monteith's Black,Monteith's Brewing Co.,Lager,5.2,20,30,40,61,8,0,4,8,108,3.63,Notes:
Miner Mishap,Choc Beer Co. / Pete's Place,Lager,5.3,20,30,58,82,14,0,5,15,121,3.54,Notes:28 IBU\t
Saranac Black Lager,Matt Brewing Company,Lager,5.5,20,30,52,50,5,0,5,4,103,3.55,Notes:
Herold Bohemian Black Lager,Pivovar Herold B&#345;eznice A.s.,Lager,5.2,20,30,71,71,17,0,27,23,128,4.07,Notes:
Samuel Adams Boston LagerBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Lager,5,15,30,41,33,10,0,7,7,83,4.04,"Notes:Four Ingredients. Painstakingly Chosen. Every year, we travel to Bavaria to hand-select Hallertau Mittelfrüh hops, and the high American plains for the finest two-row summer barley. We cultivate our own lager yeast and I personally sample every batch. All our hard work goes into brewing this distinctly flavorful and complex beer for you. Cheers!\t"
Eliot Ness,Great Lakes Brewing Company,Lager,6.1,15,30,39,44,12,0,22,5,78,4.21,"Notes:An amber lager with rich, fragrant malt flavors balanced by crisp noble hops.\t"
Dos Equis Ambar,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Lager,4.7,15,30,28,53,11,3,10,16,94,3.35,"Notes:Dos Equis Ambar (Amber) is a vienna style lager that was originally brewed by the German-born Mexican brewer Wilhelm Hasse in 1897.The brand was named ""Siglo XX"" (""20th century"") to commemorate the arrival of the new century, and the bottles were marked with the Roman numerals ""XX"", or ""Dos Equis"" (two X).\t"
Vienna Lager,Devils Backbone Brewing Company,Lager,5.2,15,30,31,31,8,0,4,3,67,4.18,"Notes:Vienna-Style Lager.This is our Ol’ Faithful. No, it’s not a geothermal phenomenon. It’s the beer everybody, including professional beer judges, just seems to dig. Maybe they like how it’s smooth, medium-bodied, and semi-sweet, while not too heavy or bitter. Maybe it’s the amber color, or the blend of four imported malts balanced by two Germanic hops, or the fact that it takes five weeks to get right. Or maybe it’s all the above.Malts: Vienna, Pilsner, Dark Munich, CaraAmberHops: Northern Brewer, SaazIBU: 18COLOR: Amber\t"
Vienna Style Lager,Sierra Nevada Brewing Co.,Lager,5.3,15,30,41,62,20,0,23,23,103,3.8,"Notes:Vienna-style beers are among the world’s first light-colored lagers and were on the brink of extinction until American craft brewers helped revive the style; it’s a good thing they did. These delicate and extremely balanced amber beers rely on semi-sweet and bready malt flavors but walk a fine line with both malt and hop character shouldering equal weight. Our take on the style features whole-cone European hops, which add to the dry finish.\t"
Red Lager,Jacob Leinenkugel Brewing Company,Lager,4.9,15,30,42,28,4,0,6,7,80,3.32,Notes:
Victoria,Grupo Modelo S.A. de C.V.,Lager,4,15,30,9,23,7,0,4,8,54,3.22,Notes:
Schell's FireBrick,August Schell Brewing Company,Lager,5,15,30,42,40,12,0,10,16,85,3.83,"Notes:FireBrick was introduced in 1999, and is named after the bricks that line Schell's old boilers. It is the culmination of an effort to bridge the gap between the ""popular-tasting"" beers and the heartier, hand-crafted ones.FireBrick is a refreshing all-malt lager with an amber-red hue that reflects the feeling of the brewery itself.It has been described by Ted Marti as having a ""subtle maltiness combined with a hint of hoppy taste that creates a mild, pleasantly drinkable beer."" It is made with four specialty malts, along with Vanguard, Chinook and Hallertau hops.\t"
Penn Pilsner,Pennsylvania Brewing Company,Lager,5,15,30,31,39,9,0,10,2,88,3.81,"Notes:Our flagship brand! An amber Vienna-style lager beer that is smooth, mellow and full bodied, with delicate hop aroma. Uses two-row barley malt and caramel-roasted malt. Based on founder Tom Pastorius' favorite German bier.\t"
Special Amber,Sprecher Brewing Company,Lager,5,15,30,51,57,23,0,28,12,90,3.74,"Notes:A delicate balance of toasted malt and fresh hops give this medium-bodied German-style lager an intriguing, complex malt flavor. A creamy head, deep golden color and an impressive hop bouquet make this a very special beer.\t"
Indio,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Lager,4.1,15,30,8,40,8,4,6,1,58,3.76,Notes:
Schild Brau Amber,Millstream Brewing Company,Lager,4.9,15,30,37,72,19,4,12,5,117,3.71,"Notes:The name Schild Brau means essentially 'Schild Beer' in German. This is our flagship brew, a microbrew done in the style of the special beers of Munich. This beer is brewed in the style of a Vienna Lager.Our beer uses these same malts to attain a perfect balance between malty sweetness and a firm bitterness.16 IBU\t"
Big Bark Amber Lager,Live Oak Brewing Company,Lager,4.9,15,30,35,31,13,1,9,5,91,3.71,Notes:
Saranac Season's Best - Nut Brown Lager,Matt Brewing Company,Lager,5.3,15,30,46,54,9,1,10,12,130,3.59,Notes:
Dynamo Copper Lager,Metropolitan Brewing,Lager,5.8,15,30,40,57,11,4,15,6,112,3.99,"Notes:If malt and hops are the two poles of brewing, this beer is the gently spinning sweet spot between them. First, you’ll notice the spicy aromas of Vanguard and Liberty hops. Then - wipe the foam off the tip of your nose - dive into the toasty flavor of Vienna malt. Dynamo starts strong and finishes crisp and smooth. The balanced flavors, aromas, and even the coppery-red tones of this beer go great with everything. Fear no pairing. The best time to enjoy Dynamo is when you’re thirsty.29 IBU\t"
Rusty Chain,Flying Bison Brewing Company,Lager,5.2,15,30,38,53,9,0,5,7,80,3.63,"Notes:The #1 best selling local craft beer in Buffalo. Medium bodied Vienna-style amber beer with soft, nutty malt flavors and just enough German hops for balance. “Chain” goes great with chicken, pizza, grilled vegetables… pretty much everything now that we think about it.Available year round on draft, in bottles, and cans all across WNY.MALTS: Pilsner, Vienna, CaramelHOPS: Magnum, Tettnang20 IBU\t"
The Raven Special Lager,B.W. Beer Works USA,Lager,5.3,15,30,26,54,17,1,18,11,92,3.63,"Notes:The Raven Special Lager is a perfect balanced lager beer that goes well with any kind of food, but particularly with spicy food or when you just want to sit down and enjoy a beer with friends. With a shot of Woodford Reserve chased with chilled Raven is a near perfect combination. The rich golden colored beer is an exceptionally smooth Southern German lager, somewhat malty but well balanced between the hops and malt. Experiencing the clean finish and pleasant lingering aftertaste of The Raven Special Lager, one can truly say that The Taste Is Poetic.18 IBU\t"
Jenny Lake Lager,Snake River Brewing Company & Brewpub,Lager,4.8,15,30,35,78,11,3,16,2,134,3.97,"Notes:Formerly Snake River LagerSnake River Lager is our most popular beer. This is an amber colored Vienna style lager. The rich, caramel flavor is balanced with the use of several hop varieties for a subtle hop note. An authentic German lager yeast strain adds to the true flavor of this beer. The malt forward profile of Snake River Lager makes it a fine complement to pizzas and red meat.\t"
1906 Reserva Especial,"Hijos De Rivera, S.A.",Lager,6.5,15,30,34,47,10,3,10,7,88,2.9,"Notes:Elegant, bright, amber beer. Aromas of roasted malt with soft notes of caramel and coffee. Water from the city of A Coruña, two-stroke malts (Pilsen and toast), corn, and hops Perle Hallertau. Selected yeast from Hijos of Rivera. Hops with slight floral and herbal nuances on the nose. Roasted taste predominates on the palate, with the hint of a pleasant, well-integrated warmth with each drink. Made from a specific wort in the exclusive production centre, Hijos de Rivera in A Coruña. It has one of the longest ageing periods among national lagers.\t"
Pietra (Amber),Brasserie Pietra,Lager,6,15,30,26,51,19,0,9,5,126,3.54,"Notes:Pietra, the chestnut beerBeer of the land and naturePIETRA is a specialty beer, of low fermentation.Using traditional methods it is brewed from selected malts and chestnut flour.The chestnuts used come from the most beautiful and highest chestnut grove in Europe, located in the Castagniccia, at an altitude of over 1,000 meters.Every autumn the fruit is hand-picked, transported down the hill on donkeys and sorted by hand. This guarantees flour of a very high quality, from a totally natural environment.Highly fermentable, chestnut flour has an excellent impact on the quality of the head and gives beer its beautiful coloring. Mixed into the malt during the mashing process, the chestnut flour is a prime ingredient and not just a flavoring.This recipe, unique in the world, gives PIETRA its conflicting taste accentuating a lingering subtle bitterness.Powerful and delicate, robust and smooth, Pietra has a 6% alcohol content. It displays a beautiful amber color, an intense chestnut head, dense and creamy, making the pleasure of tasting it all the more enjoyable.\t"
Mac Queen's Nessie,Brauerei Schloss Eggenberg,Lager,5,15,30,28,66,32,2,30,21,113,3.29,"Notes:Note: New recipe from 2008, gravity went down from 16° to 12°, alcohol from 7.3% to 5%\t"
Wild Hop Organic Amber LagerGreen Valley Brewing Company (Crooked Creek),Green Valley Brewing Company (Crooked Creek),Lager,0,15,30,48,34,20,0,12,4,58,3.23,Notes:
Oktoberfest,Hinterland Brewery Restaurant,Lager,6,15,30,70,35,26,2,22,4,112,3.97,"Notes:Joe, our Brew Master, went to Munich for a few days of inspiration for this Vienna style beer. He came back 3 weeks later, a little cloudy but focused on nailing this now popular brew.MALT:\tVienna, 2 Row, Carafoam, Dark Wheat, MelanoidinHOPS:\tHallertau22 IBU\t"
Menabrea Ambrata,Birra Menabrea SpA,Lager,5,15,30,27,58,13,0,12,3,108,3.38,Notes:Also known as Menabrea 150° Anniversario Amber\t
Ybor Gold Amber Lager,Florida Beer Company,Lager,4.6,15,30,28,37,13,5,9,5,73,3.45,Notes:
Bohemia Oscura,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Lager,5.5,15,30,24,50,11,0,17,2,107,3.74,Notes:Bohemia Oscura is a Vienna type beer. It offers the perfect balance of caramel and toasted malts that give off notes from walnut and coffee.\t
Saranac Winter Lager,Matt Brewing Company,Lager,5.9,15,30,30,62,1,0,2,14,102,3.7,Notes:
Danish Red Lager,Figueroa Mountain Brewing Co.,Lager,5,15,30,27,51,15,0,17,2,88,3.67,"Notes:Danish Style Red Lager (Dansk Red) is inspired by the red lagers of Denmark and the signature red color in the Danish flag. This quality beer is crafted with a blend of European base and sweet caramel malt, creating a beautiful red hue.\t"
Shiner Bavarian Style Amber,Spoetzl Brewery,Lager,4.9,15,30,55,49,12,5,14,5,100,3.65,"Notes:Also known as Shiner 98 Bavarian Style Amber, Shiner Brew's Pride Selection Limited Edition Craft Brew, and Brewer's Pride Craft Brew No. 8.This Bavarian style Amber combines roasted Munich malts and rich German hops. 30 IBU\t"
Left Coast Una Mas Amber Lager,Left Coast Brewing Company,Lager,6.4,15,30,30,58,16,0,11,6,98,3.5,Notes:
Vienna Red Lager,Iron Hill Brewery & Restaurant,Lager,4.4,15,30,39,59,12,0,11,7,102,3.77,"Notes:A European amber lager, medium-bodied with a delicate malt aroma, slight sweetness and a clean, crisp finish.22 IBU\t"
Vienna-Style Amber Lager,Tommyknocker Brewery,Lager,5.5,15,30,33,70,29,1,30,8,84,3.17,"Notes:Brisk flavor, rich ruby color, and extra crisp finish create a sensation that will ripple the taste buds of the most discerning palate. This medium bodied lager is brewed with a blend of the finest hops and gently roasted malts.\t"
Red Stallion,Crescent City Brewhouse,Lager,5.8,15,30,27,14,9,0,8,3,51,3.53,"Notes:A malty, aromatic and hoppy mixture. Copper colored, this beer is medium bodied and full of flavor. Vienna Style.\t"
Fat Cat Lager,The Fat Cat Beer Company,Lager,4.9,15,30,22,49,33,0,27,4,67,3.33,Notes:
P.J.W. Copper Lager,Victory Brewing Company,Lager,5.6,15,30,13,22,7,0,5,2,39,3.75,Notes:
Tuborg Classic,Tuborgs Bryggerier A/S,Lager,4.6,15,30,25,10,2,1,2,2,34,3.18,Notes:
Trailhead,Wellington County Brewery,Lager,4.5,15,30,44,48,19,3,20,1,71,3.09,"Notes:Trailhead is a Vienna-style lager which is characterized by a careful balance of malt sweetness and clean, crisp hop bitterness.\t"
Faro,Brasserie Cantillon,Lambic,5,0,10,17,92,85,0,37,21,44,3.92,Notes:
Chapeau Faro Lambic,Brouwerij De Troch,Lambic,4.8,0,10,7,178,132,0,76,2,40,3.28,Notes:
Girardin Faro 1882,Brouwerij Girardin,Lambic,5,0,10,10,132,103,0,50,27,64,3.74,Notes:
Faro Boon,Brouwerij Boon,Lambic,4,0,10,5,101,67,0,39,0,22,3.42,Notes:
Faro,Brouwerij Timmermans-John Martin N.V.,Lambic,4,0,10,2,89,79,1,54,5,26,3.7,"Notes:Formerly Tradition Faro Lambic.Timmermans Tradition Faro is a beer made by adding candy sugar and water to lambic to mellow its acidity. In the 19th century, Faro was very popular in the Brussels area. Various folk traditions were associated with it, and this ambrosial drink flowed abundantly, thanks to its relatively neutral but extremely pleasant flavour. Today, Timmermans Faro is still brewed using the methods and recipes of days gone by, and meets with unanimous approval.\t"
Mort Subite Faro,Brouwerij Mort Subite,Lambic,5,0,10,1,38,21,0,7,0,15,4.07,Notes:
St. Louis Premium Faro,Brouwerij Van Honsebrouck N.V.,Lambic,3.2,0,10,1,34,30,1,10,0,11,3.31,Notes:
Tilquin Faro,Gueuzerie Tilquin,Lambic,4.8,0,10,2,19,18,0,16,0,2,3,Notes:
De Cam Faro,De Cam Geuzestekerij,Lambic,5,0,10,0,0,0,0,0,0,0,3.5,Notes:
Fou' Foune,Brasserie Cantillon,Lambic,5.5,15,21,4,66,112,1,107,1,5,4.35,Notes:Apricot LambicBlend of lambics aged 18 to 20 months and of Bergeron apricots.Very fragrant gourmet beer which perfectly brings across the flavours of Bergeron apricots.Color: copperServing Temperature: 15°C/59 °F\t
Framboise,Brouwerij Lindemans,Lambic,2.5,15,21,5,174,91,0,125,9,23,3.84,"Notes:2.5-4.0% ABVThe appearance of this exceptional beer is matched only by its taste! To make our Framboise, we add raspberry juice to our lambic. That gives it a delicate fruity aroma and a beautiful dark pink colour, just like the dress I wore to our cousin Willy's wedding. (But that's of no interest to you since you undoubtedly don't know Willy). Framboise is served as an aperitif, but I also use it in cooking. And when I don't finish the bottle in my preparations, I finish it in my glass.\t"
Kriek 100% Lambic,Brasserie Cantillon,Lambic,5,15,21,2,42,98,0,98,17,10,4,Notes:
Rosé De Gambrinus,Brasserie Cantillon,Lambic,5,15,21,6,118,117,0,104,3,14,4.01,"Notes:""It has the colour of onion skin"", said a voice behind me. It was Raymond Coumans. He was admiring the colour of the raspberry lambic reflecting in the red copper of the buckets used to empty the barrels. At that time (1986), ""Raspberry-Lambic"" already was synonymous with a sweet, artificially flavoured beer. This is why we decided to distinguish our beer from the other raspberry beers. Raymond proposed to call it a rosé, dedicated not to Bacchus but to Gambrinus.The process to make this beer is identical to the one to make Kriek. When young, the Rosé de Gambrinus will still present its full fruity taste. Later on, the lambic taste will become dominant at the expense of the fruit taste.\t"
Saint Lamvinus,Brasserie Cantillon,Lambic,7,15,21,5,101,143,3,121,4,16,4.37,"Notes:Everyone knows some of our best friends are wine growers from the Libourne region in France, more specifically those who make Saint Emillion and Pomerol. They respect the tradition and let their wine ferment in a natural way.Fermentation, origin and vintage are still kept up.Our collaboration resulted in a product uniting the best of their wine and of our beer : the Saint-Lamvinus.The grapes, of the merlot and cabernet-franc varieties, are soaked in Bordeaux barrels containing two to three years old lambic. The beer is not blended before the bottling. The foam is caused by the addition of a liquor which starts the fermentation.\t"
Lou Pepe - Kriek,Brasserie Cantillon,Lambic,5,15,21,2,44,96,0,74,5,13,4.32,Notes:
Vigneronne,Brasserie Cantillon,Lambic,5,15,21,10,103,143,3,145,3,26,4.13,"Notes:The name Vigneronne Cantillon was given in 1987. This name reminds us that, while it belongs to the beer patrimony, the spontaneous fermentation, the ageing in the barrels for several years and the addition of grapes make it a distant cousin of certain white wines.In spite of its success, the Vigneronne represents less than 5% of the total production of the Cantillon brewery. In order to obtain grapes which are as mature as possible, we buy them at the end of the season. Every year, 1000 kilos of white italian grapes are delivered at the Cantillon brewery in the beginning of October.\t"
Lou Pepe - Framboise,Brasserie Cantillon,Lambic,5.5,15,21,4,80,98,1,77,3,8,4,Notes:Blend of raspberries with two-year-old lambic - 300 g per litre.Beer with very intense fruitiness. The natural tartness of the raspberries nicely complements the lambic’s slight acidity.This beer will keep for a long time in a good cellar but we recommend to drink it within the year to enjoy the intensity of the fruit.Color: rubyServing Temperature: 12 °C/54 °F\t
Kriek,Brouwerij Lindemans,Lambic,3.5,15,21,3,87,89,0,102,9,13,3.84,"Notes:Also known as Kriek FoudroyanteWe've already told you that our family never does anything the way other people do. Kriek Lindemans is a good example of that. In order to obtain a beer like no other, we have been adding whole sour cherries to our lambic for generations. Our meeting with American importer Charles Finkel in the 1970s revolutionized the fruit beer segment. Charles convinced us to export our old kriek to the United States by boat. What we had not thought of is that the movement of the waves would reactivate the fermentation process and cause the corks to pop during the trip. It was like something out of The Adventures of Tintin. To prevent that from happening, we therefore developed an alternative production method for our kriek. We use fresh, not from concentrate, unsweetened cherry filtrate which we blend with lambic that is at least one year old before fermenting & macerating for up to 3 days and pasteurizing the whole batch. So the corks don't pop. Due to the use of filtrate and pasteurization, this kriek is sweeter and fruitier than Old Kriek Cuvée René, which undergoes a second fermentation process in the bottle. Thanks to its innovative flavour, it was a resounding success both here in Belgium as well as around the world. Nowadays, it is undoubtedly the reference kriek for consumers.18 IBU\t"
Oude Kriek,Brouwerij Drie Fonteinen,Lambic,6.5,15,21,4,66,135,1,113,9,14,4.12,"Notes:3 Fonteinen Oude Kriek is the result of macerating hand-picked whole sour cherries on young lambic for at least four months, in a proportion of one kilogram of fruit per litre of lambic. The kriek lambic is then blended again with more young lambic to obtain a minimum intensity of 35% fruit, and is bottled immediately afterwards. These bottles are then stored in our cellars for at least five months so that the kriek lambic can develop into a beautiful, traditional, and refined Oude Kriek. With a pleasant tartness and organic notes of almond and cinnamon as it warms in the glass, 3 Fonteinen Oude Kriek, will age perfectly but may lose some of the vibrant red colours and forest fruit aromas. This unfiltered and unpasteurised lambic is all-natural with no artificial juices, syrups, or sugars added. Traditional Lambic is living, cultural heritage rooted in the Zenne valley!\t"
Pêche,Brouwerij Lindemans,Lambic,2.5,15,21,1,73,43,0,96,0,11,3.96,"Notes:Lindemans Pêche is a young lambic enriched with peach juice. And this fruit beer is a real peach! It is nice to drink at any time of day. Or on a sunny patio. Personally, I enjoy it with my girlfriends. And what we talk about is of no concern to you.\t"
Hommage,Brouwerij Drie Fonteinen,Lambic,6,15,21,5,88,103,0,102,1,9,4.39,"Notes:A blend of lambic beers brewed at 3 Fonteinen, with an addition of 30% whole fresh raspberries from the fabled Payottenland and 5% sour cherries. This unfiltered beer will enjoy a spontaneous refermentation in the bottle. No artificial colors or flavor enhancers are added. Lambic is brewed only from 60% barley malt, 40% unmalted wheat, hops and water.In commemoration of the late Gaston Debelder, founder of the 3 Fonteinen blendingsBatch 1 - 2007Batch 2 - 2013Batch 3 - 2015Batch 4 - 2016 (ABV 4.5%)\t"
Schaarbeekse Kriek,Brouwerij Drie Fonteinen,Lambic,6,15,21,2,52,116,0,100,7,13,4.36,"Notes:3 Fonteinen Schaarbeekse Kriek is the result of macerating local hand-picked Schaarbeekse cherries on young traditional lambic for at least one year, in a proportion of one kilo of sour cherries per liter of lambic. The cherry lambic is then blended with young lambic and bottles, after which our famous Schaarbeekse Kriek matures for another year at least in the bottle. Refined and with evolution in the glass. Natural fruit, no juice, syrup or sugars added. Unfiltered and unpasteurised.\t"
Mamouche,Brasserie Cantillon,Lambic,5,15,21,10,16,90,0,44,26,4,4,"Notes:Cantillon Zwanze 2009 = Elder flowers. In 2010, Cantillon re-released this beer as Mamouche (same beer), which will be brewed on a regular basis.\t"
Blåbær Lambik,Brasserie Cantillon,Lambic,5,15,21,5,99,119,0,113,0,8,4.63,"Notes:Made in cooperation with Jeppe from Olbuttikken in Copenhagen. Jeppe provides the blueberries for the beer,and it is brewed at Cantillon and then shipped back to Copenhagen and only sold at Olbutikken.Since Ölbutikken closed, this is exclusive to Himmeriget in Copenhagen.2005 Vintage (batch 1) - 50 75cl bottles released. Gold foil.2007 Vintage (batch 2) - 37.5cl and 75cl bottles. Black foil.2007 Vintage (batch 3) - 75cl bottles. Gold foil.2009 Vintage (batch 4) - 37.5cl and 75cl bottles. No foil. Label reads ""2009"".2009 Vintage (batch 5) - 37.5cl and 75cl bottles. No foil. Label reads ""2009 II"".2010 Vintage (batch 6) - 37.5cl and 75cl bottles. Label reads ""2010"".2011 Vintage (batch 7) - 37.5cl and 75cl bottles. No foil. Label reads ""11"".2015 first year with the year printed on the label and not handwritten\t"
Pomme (Apple),Brouwerij Lindemans,Lambic,4,15,21,6,159,185,3,136,2,20,3.65,"Notes:Making apple beer goes back to ancestral tradition. The Celts drank it in abundance during their harvest festivals. All we have done is extend the pleasure to the present day by adding the juice of several varieties of apples to our delicious lambic. The tasting experience, which is quite exceptional, combines the sweetness of cider with the sourness characteristic of lambic. The Americans are crazy about it, which is why they say, ""An apple a day keeps the doctor away"".12 IBU\t"
Oud Beersel Oude Kriek Vieille,Brouwerij Oud Beersel,Lambic,6.5,15,21,4,29,102,0,81,15,8,4.12,Notes:
Framboos,Brouwerij Drie Fonteinen,Lambic,5,15,21,4,97,95,0,94,0,8,4.7,Notes:Recent bottling dates:05/25/199905/31/201106/18/2014\t
Oude Kriek,Hanssens Artisanaal bvba,Lambic,6,15,21,0,36,157,0,91,5,8,3.92,Notes:
Coolship Red,Allagash Brewing Company,Lambic,6.2,15,21,2,74,113,1,83,3,10,4.43,Notes:Spontaneous beer aged with raspberries.\t
Cassis,Brouwerij Lindemans,Lambic,3.5,15,21,4,125,118,0,111,0,9,3.78,"Notes:Is it a sparkling wine or a beer? That is the question amateurs of exceptional products ask when they discover our Cassis for the first time. Cassis Lindemans is a fruity beer made from a lambic base which, thanks to its shades of dark purple and its aromas, is spontaneously reminiscent of wine. The taste of Cassis Lindemans on the palate is inimitable: intense and sparkling with a sour-sweet finish.5 IBU\t"
Boon Kriek,Brouwerij Boon,Lambic,5,15,21,2,52,76,0,95,4,20,3.68,"Notes:Again, the basic old and young lambic are matured in oak casks. But here we add to one year-old lambic about 400 grams of real cherries per litre. This creates a second fermentation in the casks. Oude Kriek Boon then undergoes a further fermentation in the bottle and has an alcohol volume of 6.5%. After several months, the flavour has matured to the desired taste.Oude Kriek Boon is a test of your patience. It should lie about 2 years in the bottle. At first, it tastes of fruit, especially sour cherries. Oude Kriek Boon eventually evolves into a deep taste reminiscent of Port or Madeira wine. This is kriek at its best.\t"
Boon Oude Kriek Mariage Parfait,Brouwerij Boon,Lambic,8,15,21,8,69,109,0,104,10,13,4.18,Notes:
Oudbeitje,Hanssens Artisanaal bvba,Lambic,6,15,21,9,70,188,7,119,7,21,3.58,Notes:
Boon Framboise,Brouwerij Boon,Lambic,5.5,15,21,1,112,94,1,94,5,22,3.72,Notes:
Peach,Upland Brewing Company,Lambic,6,15,21,0,70,185,4,147,7,39,3.93,Notes:Formerly Peach Lambic\t
Blackberry,Upland Brewing Company,Lambic,6,15,21,1,103,219,0,117,5,3,4.09,"Notes:Blackberry is fermented by wild yeast and aged in oak casks for nearly a year. We then add whole blackberries grown in Indiana. The beer is bottle conditioned. Style is Sour Ale, ABV 6%."
Strawberry Lambic,Upland Brewing Company,Lambic,7,15,21,5,65,227,1,145,0,13,3.95,Notes:
Persimmon Lambic,Upland Brewing Company,Lambic,7,15,21,10,69,233,0,117,3,12,4.28,Notes:
Oud Beersel Framboise,Brouwerij Oud Beersel,Lambic,5,15,21,12,148,123,2,124,10,22,3.83,Notes:
Spontanframboos,Mikkeller ApS,Lambic,7.7,15,21,7,104,138,4,96,10,20,3.75,Notes:
Cherry,Upland Brewing Company,Lambic,6,15,21,3,56,173,0,119,8,36,3.83,"Notes:A blended work of art. This barrel-aged sour ale combines a traditional Belgian-style sour with whole Montmorency Cherries from Michigan. We ferment our base blonde ale over many months in oak tanks to produce tart flavors, fruity notes and funky character. Then, we select individual batches for fruiting with whole cherries that add intense cherry aromas and dark fruit flavors to the beer. The final blend is bottle conditioned, resulting in a fine carbonation and spritzy mouthfeel.\t"
Mort Subite Kriek,Brouwerij Mort Subite,Lambic,4.5,15,21,1,68,70,0,70,0,4,3.59,Notes:
St. Louis Premium Framboise,Brouwerij Van Honsebrouck N.V.,Lambic,4.5,15,21,7,159,84,0,115,4,17,3.58,Notes:
Coolship Cerise,Allagash Brewing Company,Lambic,8.1,15,21,2,44,197,0,115,22,18,4.25,"Notes:Coolship Cerise is our spontaneous beer aged with a blend of Maine-grown cherries, including Balaton and Montmorency. Using local cherries makes our Cerise uniquely Maine, just like us.\t"
Experimental Raspberry,Hanssens Artisanaal bvba,Lambic,6,15,21,3,119,241,5,138,7,23,3.03,Notes:Ale fermented with raspberries and matured in oak barrels.\t
Experimental Cassis,Hanssens Artisanaal bvba,Lambic,6,15,21,6,68,182,0,97,3,2,3.6,Notes:Ale brewed with black currants and matured in oak barrels.\t
Strawberry Lambicus,Brouwerij Timmermans-John Martin N.V.,Lambic,4,15,21,8,67,57,0,94,5,21,2.88,"Notes:Formerly Strawberry.For anyone who finds strawberries irresistible, Timmermans Strawberry evokes the fragrance of long sunny days. Its strawberry flavour will have you wrinkling your nose in delight with each sip. Its luminous colour and its fruity freshness are a treat for taste-buds and eyes alike. A totally mouth-watering experience.\t"
Framboise Lambicus,Brouwerij Timmermans-John Martin N.V.,Lambic,4,15,21,5,187,90,0,121,2,27,3.12,"Notes:Formerly Framboise Lambic.Timmermans Framboise is made by adding 100% natural raspberry aromas to lambic. After maturation in oak barrels, the beer turns a delicate shade of pink that is sure to delight you. Timmermans Framboise is a beer to be savoured with finesse and elegance.\t"
Scarenbecca Kriek,Hanssens Artisanaal bvba,Lambic,6,15,21,3,48,170,0,105,6,14,3.91,Notes:Lambic brewed with wild Belgian Schaerbeek sour cherries.\t
Belle Vue Kriek,Brasserie Belle-Vue,Lambic,5.2,15,21,5,71,44,0,62,0,3,3.46,Notes:
Chez Monieux,Alpine Beer Company,Lambic,5.8,15,21,0,43,134,0,85,7,11,4.07,Notes:
Gueuze 100% Lambic,Brasserie Cantillon,Lambic,5,0,10,14,53,149,1,78,7,9,4.26,"Notes:This listing is for all vintages (Gueuze, Oude Gueuze, etc.).\t"
Oude Geuze,Brouwerij Drie Fonteinen,Lambic,6,0,10,10,50,206,2,112,8,19,4.27,"Notes:This listing is for all vintages of the Oude Geuze, but not for bottles specifically labelled ""Oude Geuze Vintage"".\t"
Oude Gueuze Tilquin à L'Ancienne,Gueuzerie Tilquin,Lambic,6.4,0,10,17,74,198,0,114,7,20,4.2,"Notes:Oude Gueuze Tilquin à l’Ancienne (6.0% alc/vol) is a spontaneous fermentation beer, produced from the blending of 1, 2 and 3 years old lambics. It is unfiltered and unpasteurized, and refermented in the bottle for at least 6 months. The lambics used were fermented and oak aged in our installations. These lambics are coming from worts brewed by Boon, Lindemans, Girardin and Cantillon breweries.\t"
